payment_id,order_id,payment_amount,payment_date,payment_method
33747,33747,188.31,2026-02-02,Gift Card
33748,33748,467.14,2026-02-01,Credit Card
33749,33749,492.15,2026-01-25,PayPal
33750,33750,166.84,2026-02-01,Gift Card
33751,33751,276.0,2025-11-18,Debit Card
33752,33752,87.65,2026-02-03,Gift Card
33753,33753,204.44,2025-12-10,Debit Card
33754,33754,41.69,2025-11-10,Credit Card
33755,33755,44.49,2025-10-24,Debit Card
33756,33756,29.08,2025-11-13,Debit Card
33757,33757,159.65,2025-11-20,Credit Card
33758,33758,188.03,2025-07-02,Debit Card
33759,33759,95.35,2025-05-14,Gift Card
33760,33760,368.71,2025-09-22,Credit Card
33761,33761,257.35,2025-08-15,PayPal
33762,33762,202.64,2025-06-23,Debit Card
33763,33763,332.85,2025-07-02,Credit Card
33764,33764,186.93,2026-01-02,Debit Card
33765,33765,265.12,2025-12-10,Debit Card
33766,33766,341.73,2026-01-12,PayPal
33767,33767,145.21,2026-01-12,Gift Card
33768,33768,456.15,2025-12-13,Credit Card
33769,33769,133.75,2025-12-08,PayPal
33770,33770,298.2,2025-12-28,Debit Card
33771,33771,418.97,2025-12-28,Gift Card
33772,33772,190.09,2025-12-01,Gift Card
33773,33773,283.61,2026-01-09,PayPal
33774,33774,335.17,2025-12-24,Credit Card
33775,33775,391.05,2025-12-15,Gift Card
33776,33776,70.5,2026-01-26,Debit Card
33777,33777,253.94,2026-02-02,Credit Card
33778,33778,459.79,2026-01-10,PayPal
33779,33779,346.88,2025-07-09,PayPal
33780,33780,277.61,2025-05-19,Debit Card
33781,33781,267.0,2025-08-28,Credit Card
33782,33782,358.85,2026-01-28,Gift Card
33783,33783,370.77,2025-10-25,Credit Card
33784,33784,434.98,2025-11-03,PayPal
33785,33785,49.97,2025-10-03,Credit Card
33786,33786,164.69,2025-08-20,Credit Card
33787,33787,283.28,2026-01-12,Gift Card
33788,33788,444.89,2026-01-26,Gift Card
33789,33789,278.93,2025-12-16,Debit Card
33790,33790,356.04,2025-12-01,Debit Card
33791,33791,495.16,2026-01-03,PayPal
33792,33792,73.68,2026-02-04,Debit Card
33793,33793,147.91,2026-01-02,PayPal
33794,33794,278.73,2025-10-07,PayPal
33795,33795,180.76,2025-10-25,Debit Card
33796,33796,239.21,2025-09-25,PayPal
33797,33797,231.47,2025-12-18,Gift Card
33798,33798,281.43,2025-12-04,Credit Card
33799,33799,241.05,2025-09-10,Credit Card
33800,33800,319.92,2025-09-21,Credit Card
33801,33801,485.77,2026-01-16,PayPal
33802,33802,62.79,2025-08-30,Gift Card
33803,33803,70.06,2025-12-22,PayPal
33804,33804,427.15,2025-12-17,Credit Card
33805,33805,188.97,2026-01-26,Credit Card
33806,33806,400.35,2026-01-25,Credit Card
33807,33807,387.34,2026-01-26,Gift Card
33808,33808,240.08,2026-01-24,Credit Card
33809,33809,312.46,2025-12-31,PayPal
33810,33810,101.41,2026-01-08,Debit Card
33811,33811,159.69,2026-01-19,Debit Card
33812,33812,324.6,2026-01-25,Debit Card
33813,33813,95.89,2026-01-29,PayPal
33814,33814,40.44,2026-01-03,PayPal
33815,33815,335.44,2025-12-21,Debit Card
33816,33816,330.86,2026-01-17,Credit Card
33817,33817,56.08,2025-06-01,Gift Card
33818,33818,305.04,2025-06-24,Credit Card
33819,33819,243.67,2025-06-24,Credit Card
33820,33820,288.39,2025-12-18,Debit Card
33821,33821,23.83,2025-07-16,Debit Card
33822,33822,407.8,2025-06-29,Debit Card
33823,33823,280.26,2025-09-01,Credit Card
33824,33824,202.03,2026-01-16,Gift Card
33825,33825,92.43,2025-12-03,PayPal
33826,33826,131.03,2025-08-26,PayPal
33827,33827,167.25,2025-12-01,Credit Card
33828,33828,412.1,2026-01-04,Debit Card
33829,33829,207.34,2025-08-30,Credit Card
33830,33830,44.93,2025-11-03,Credit Card
33831,33831,306.57,2025-09-10,Credit Card
33832,33832,254.0,2025-09-04,Gift Card
33833,33833,184.64,2025-10-12,PayPal
33834,33834,154.15,2025-10-07,PayPal
33835,33835,124.68,2025-07-03,Debit Card
33836,33836,185.32,2025-12-04,Credit Card
33837,33837,361.96,2026-01-14,PayPal
33838,33838,236.61,2025-11-26,Gift Card
33839,33839,187.55,2025-11-18,Debit Card
33840,33840,183.33,2026-02-05,Credit Card
33841,33841,50.47,2026-01-21,Credit Card
33842,33842,315.37,2026-01-06,Gift Card
33843,33843,314.84,2026-01-22,Debit Card
33844,33844,124.63,2025-12-24,PayPal
33845,33845,24.61,2025-12-12,PayPal
33846,33846,224.83,2025-12-08,Debit Card
33847,33847,187.38,2025-12-15,Gift Card
33848,33848,378.12,2025-12-17,Gift Card
33849,33849,374.27,2025-12-15,PayPal
33850,33850,182.72,2026-02-02,PayPal
33851,33851,173.29,2026-02-02,PayPal
33852,33852,281.69,2026-01-13,PayPal
33853,33853,420.69,2025-11-26,Debit Card
33854,33854,38.91,2025-11-27,PayPal
33855,33855,141.85,2025-12-27,PayPal
33856,33856,487.53,2025-12-10,Credit Card
33857,33857,161.93,2026-01-08,PayPal
33858,33858,242.74,2025-12-04,Debit Card
33859,33859,444.76,2025-05-15,Debit Card
33860,33860,451.92,2025-10-23,Gift Card
33861,33861,78.89,2025-11-04,Debit Card
33862,33862,389.35,2025-08-17,Credit Card
33863,33863,377.9,2025-11-12,Gift Card
33864,33864,186.09,2025-09-13,Credit Card
33865,33865,292.68,2025-11-28,Debit Card
33866,33866,493.83,2025-05-09,PayPal
33867,33867,216.12,2025-10-18,Gift Card
33868,33868,295.55,2026-01-22,Credit Card
33869,33869,331.71,2025-06-22,Gift Card
33870,33870,224.45,2025-11-19,Gift Card
33871,33871,61.42,2025-05-11,Debit Card
33872,33872,390.15,2025-06-17,PayPal
33873,33873,64.55,2026-01-05,Gift Card
33874,33874,265.17,2026-01-22,PayPal
33875,33875,34.82,2026-01-19,Debit Card
33876,33876,189.51,2026-02-01,Gift Card
33877,33877,123.55,2026-02-02,Gift Card
33878,33878,303.47,2025-12-12,Debit Card
33879,33879,341.94,2026-01-16,Gift Card
33880,33880,496.13,2025-12-27,PayPal
33881,33881,367.96,2025-09-28,Debit Card
33882,33882,492.15,2025-12-21,Debit Card
33883,33883,240.94,2025-08-21,PayPal
33884,33884,67.11,2025-10-06,Credit Card
33885,33885,130.67,2025-11-02,Credit Card
33886,33886,131.01,2025-05-13,Gift Card
33887,33887,299.51,2025-10-30,Debit Card
33888,33888,173.83,2025-08-25,Debit Card
33889,33889,279.49,2026-01-25,Gift Card
33890,33890,450.52,2025-10-11,Gift Card
33891,33891,93.3,2025-09-24,Debit Card
33892,33892,190.59,2025-11-11,PayPal
33893,33893,41.55,2025-04-05,Credit Card
33894,33894,410.09,2025-06-15,Credit Card
33895,33895,43.14,2025-11-01,Credit Card
33896,33896,226.82,2026-01-22,Credit Card
33897,33897,83.79,2026-02-03,PayPal
33898,33898,124.42,2025-12-17,Gift Card
33899,33899,161.13,2025-11-12,Gift Card
33900,33900,24.24,2026-01-03,Debit Card
33901,33901,136.45,2026-01-21,Gift Card
33902,33902,139.23,2025-11-05,Credit Card
33903,33903,345.89,2025-09-03,Debit Card
33904,33904,75.58,2025-12-10,Credit Card
33905,33905,228.72,2025-11-11,Gift Card
33906,33906,473.55,2025-09-17,Gift Card
33907,33907,357.6,2025-08-20,Gift Card
33908,33908,238.94,2026-01-29,PayPal
33909,33909,340.46,2025-08-17,Gift Card
33910,33910,259.15,2025-10-27,Credit Card
33911,33911,148.3,2025-09-05,Gift Card
33912,33912,116.11,2025-06-25,Debit Card
33913,33913,90.67,2025-05-19,Credit Card
33914,33914,437.72,2025-05-31,Gift Card
33915,33915,298.3,2025-06-29,PayPal
33916,33916,375.81,2025-11-25,PayPal
33917,33917,495.12,2025-10-07,Gift Card
33918,33918,423.02,2025-06-22,Debit Card
33919,33919,422.57,2025-08-10,Debit Card
33920,33920,216.47,2025-03-17,Credit Card
33921,33921,398.4,2025-06-25,Gift Card
33922,33922,47.7,2025-11-04,PayPal
33923,33923,25.26,2025-04-26,Credit Card
33924,33924,312.92,2025-10-09,Credit Card
33925,33925,185.56,2025-03-21,Credit Card
33926,33926,468.07,2025-09-11,Gift Card
33927,33927,435.97,2026-01-29,Gift Card
33928,33928,126.67,2025-10-27,PayPal
33929,33929,314.2,2026-01-19,Credit Card
33930,33930,180.56,2025-09-16,Credit Card
33931,33931,225.38,2025-09-01,Credit Card
33932,33932,384.7,2025-10-03,Gift Card
33933,33933,239.44,2025-07-27,Gift Card
33934,33934,126.92,2026-01-18,Debit Card
33935,33935,307.13,2026-01-11,Gift Card
33936,33936,385.23,2026-01-16,Gift Card
33937,33937,449.8,2025-11-27,PayPal
33938,33938,424.13,2026-01-29,Gift Card
33939,33939,198.0,2026-01-06,Gift Card
33940,33940,283.77,2025-11-25,Debit Card
33941,33941,159.24,2026-01-03,Credit Card
33942,33942,60.57,2026-01-31,PayPal
33943,33943,167.23,2026-01-18,Credit Card
33944,33944,435.06,2026-01-26,Credit Card
33945,33945,196.96,2025-11-15,Debit Card
33946,33946,314.45,2026-01-15,Credit Card
33947,33947,112.2,2025-12-13,Gift Card
33948,33948,225.07,2026-01-04,Debit Card
33949,33949,157.75,2025-12-21,Credit Card
33950,33950,394.96,2026-01-09,Credit Card
33951,33951,179.49,2025-11-21,Gift Card
33952,33952,270.9,2026-01-05,Gift Card
33953,33953,337.78,2025-06-20,Credit Card
33954,33954,431.4,2026-02-02,Debit Card
33955,33955,22.79,2026-01-07,Debit Card
33956,33956,51.41,2026-01-18,PayPal
33957,33957,104.32,2026-02-02,PayPal
33958,33958,90.97,2026-01-14,Credit Card
33959,33959,35.25,2026-01-20,Gift Card
33960,33960,146.23,2026-02-04,Gift Card
33961,33961,45.4,2026-01-16,Gift Card
33962,33962,213.06,2026-01-05,Gift Card
33963,33963,441.37,2026-01-13,PayPal
33964,33964,23.76,2026-02-03,Credit Card
33965,33965,146.04,2025-08-14,Debit Card
33966,33966,288.39,2025-12-21,PayPal
33967,33967,388.23,2025-07-05,Gift Card
33968,33968,187.9,2025-06-13,Debit Card
33969,33969,422.58,2025-10-20,Gift Card
33970,33970,144.36,2026-02-05,PayPal
33971,33971,309.85,2026-01-31,PayPal
33972,33972,294.05,2025-08-17,Debit Card
33973,33973,323.65,2025-09-27,PayPal
33974,33974,403.19,2025-10-02,Debit Card
33975,33975,56.04,2025-07-06,Credit Card
33976,33976,259.95,2025-10-11,Gift Card
33977,33977,487.65,2026-01-28,Debit Card
33978,33978,492.56,2025-12-08,Credit Card
33979,33979,262.01,2025-12-06,Debit Card
33980,33980,328.96,2026-02-05,Credit Card
33981,33981,355.56,2026-02-04,Credit Card
33982,33982,195.34,2026-01-23,Gift Card
33983,33983,455.99,2026-02-01,Credit Card
33984,33984,413.14,2026-01-11,PayPal
33985,33985,29.43,2026-01-29,Credit Card
33986,33986,108.22,2026-01-12,PayPal
33987,33987,201.2,2026-01-20,Debit Card
33988,33988,60.27,2026-01-28,Gift Card
33989,33989,277.08,2026-01-28,Gift Card
33990,33990,247.42,2026-01-31,Credit Card
33991,33991,269.3,2026-02-05,Gift Card
33992,33992,201.16,2026-02-03,Credit Card
33993,33993,262.11,2026-02-04,PayPal
33994,33994,100.74,2026-02-05,Debit Card
33995,33995,104.36,2026-01-30,PayPal
33996,33996,375.17,2026-02-02,Gift Card
33997,33997,239.25,2026-02-05,PayPal
33998,33998,348.62,2026-02-05,PayPal
33999,33999,88.36,2025-05-26,PayPal
34000,34000,170.18,2025-07-24,PayPal
34001,34001,233.35,2025-08-02,PayPal
34002,34002,271.96,2025-12-15,Gift Card
34003,34003,183.98,2026-01-24,Gift Card
34004,34004,331.25,2026-01-27,Gift Card
34005,34005,484.57,2025-11-28,Credit Card
34006,34006,229.5,2025-10-28,Debit Card
34007,34007,404.15,2025-11-21,Gift Card
34008,34008,473.12,2025-09-29,Gift Card
34009,34009,487.03,2025-12-13,Credit Card
34010,34010,405.72,2025-10-31,PayPal
34011,34011,39.42,2025-11-19,Gift Card
34012,34012,480.58,2025-12-15,PayPal
34013,34013,153.69,2025-10-07,Debit Card
34014,34014,174.36,2025-08-10,Debit Card
34015,34015,436.55,2025-12-21,PayPal
34016,34016,94.12,2025-10-19,PayPal
34017,34017,95.56,2026-01-31,Debit Card
34018,34018,121.7,2025-07-19,Debit Card
34019,34019,299.64,2025-08-11,PayPal
34020,34020,307.31,2025-07-24,Debit Card
34021,34021,103.64,2025-11-16,Debit Card
34022,34022,428.57,2026-02-01,Debit Card
34023,34023,465.63,2025-11-02,Debit Card
34024,34024,189.6,2025-12-01,Debit Card
34025,34025,131.59,2025-10-15,PayPal
34026,34026,108.46,2025-12-12,Debit Card
34027,34027,396.43,2025-12-22,Credit Card
34028,34028,325.93,2026-01-14,Debit Card
34029,34029,220.63,2026-01-11,Gift Card
34030,34030,200.12,2025-09-14,Gift Card
34031,34031,33.51,2025-06-14,Gift Card
34032,34032,285.99,2025-06-17,Gift Card
34033,34033,144.26,2026-01-05,PayPal
34034,34034,254.36,2025-10-28,PayPal
34035,34035,271.92,2026-01-20,Credit Card
34036,34036,287.74,2025-11-06,Credit Card
34037,34037,167.62,2025-09-26,Debit Card
34038,34038,20.92,2025-07-26,PayPal
34039,34039,411.24,2025-07-23,Debit Card
34040,34040,321.01,2025-10-27,Debit Card
34041,34041,370.38,2025-12-21,Debit Card
34042,34042,350.64,2025-11-29,Debit Card
34043,34043,402.43,2025-12-13,PayPal
34044,34044,299.01,2025-09-28,Gift Card
34045,34045,195.61,2026-01-09,Credit Card
34046,34046,140.68,2025-12-25,Gift Card
34047,34047,76.91,2025-12-24,PayPal
34048,34048,343.76,2025-12-21,Credit Card
34049,34049,161.61,2025-12-21,Debit Card
34050,34050,142.47,2026-02-01,Debit Card
34051,34051,435.15,2025-10-06,Gift Card
34052,34052,321.1,2025-04-01,PayPal
34053,34053,110.67,2025-10-19,Credit Card
34054,34054,284.18,2025-03-26,Credit Card
34055,34055,102.16,2026-01-29,Debit Card
34056,34056,166.29,2026-01-12,Credit Card
34057,34057,299.83,2025-12-04,Debit Card
34058,34058,390.57,2026-01-14,Credit Card
34059,34059,423.18,2025-12-22,Debit Card
34060,34060,484.5,2026-01-28,Debit Card
34061,34061,70.61,2025-11-05,Credit Card
34062,34062,254.17,2026-01-11,Credit Card
34063,34063,412.61,2025-05-26,Credit Card
34064,34064,99.69,2025-05-30,Gift Card
34065,34065,198.76,2026-02-05,PayPal
34066,34066,111.97,2026-01-27,Credit Card
34067,34067,114.45,2025-05-20,Debit Card
34068,34068,376.32,2025-11-07,Credit Card
34069,34069,295.58,2025-11-29,Credit Card
34070,34070,359.95,2025-08-24,Credit Card
34071,34071,257.1,2026-01-20,Debit Card
34072,34072,408.9,2025-05-08,Credit Card
34073,34073,53.03,2025-12-07,PayPal
34074,34074,71.6,2025-06-28,Debit Card
34075,34075,252.64,2026-01-11,Debit Card
34076,34076,241.2,2025-12-16,Credit Card
34077,34077,102.44,2025-06-14,Credit Card
34078,34078,298.58,2026-01-01,Gift Card
34079,34079,178.29,2025-10-03,PayPal
34080,34080,231.61,2025-10-05,Credit Card
34081,34081,433.06,2026-01-04,PayPal
34082,34082,231.62,2025-08-26,PayPal
34083,34083,213.7,2025-04-21,Gift Card
34084,34084,229.72,2025-07-09,Gift Card
34085,34085,426.69,2025-06-09,Credit Card
34086,34086,23.0,2026-01-20,Credit Card
34087,34087,491.91,2025-07-15,PayPal
34088,34088,350.52,2025-05-05,Credit Card
34089,34089,341.0,2025-05-23,Gift Card
34090,34090,472.55,2026-01-08,Gift Card
34091,34091,109.81,2026-02-02,Gift Card
34092,34092,140.22,2025-10-17,Debit Card
34093,34093,307.0,2025-11-16,Debit Card
34094,34094,492.72,2025-12-29,Gift Card
34095,34095,213.72,2026-01-28,Gift Card
34096,34096,467.72,2025-12-01,PayPal
34097,34097,262.01,2025-12-11,Gift Card
34098,34098,179.5,2026-01-26,Debit Card
34099,34099,198.14,2026-01-27,Gift Card
34100,34100,67.51,2026-02-04,Debit Card
34101,34101,409.08,2026-01-22,Debit Card
34102,34102,168.35,2025-11-26,PayPal
34103,34103,69.65,2025-09-12,PayPal
34104,34104,427.13,2025-10-26,Gift Card
34105,34105,331.19,2025-08-31,Debit Card
34106,34106,55.78,2026-01-03,PayPal
34107,34107,413.52,2026-01-05,Credit Card
34108,34108,116.1,2025-09-19,PayPal
34109,34109,42.02,2025-08-12,PayPal
34110,34110,307.58,2025-07-12,PayPal
34111,34111,165.39,2026-01-23,PayPal
34112,34112,264.41,2025-11-09,Debit Card
34113,34113,297.37,2025-03-11,Gift Card
34114,34114,238.85,2025-11-02,Gift Card
34115,34115,282.93,2025-11-12,Credit Card
34116,34116,434.01,2025-12-23,PayPal
34117,34117,21.91,2025-12-21,PayPal
34118,34118,34.51,2025-11-22,Credit Card
34119,34119,37.91,2026-01-09,PayPal
34120,34120,406.32,2025-11-02,Credit Card
34121,34121,422.47,2026-01-24,PayPal
34122,34122,423.87,2025-11-26,Gift Card
34123,34123,376.26,2025-10-07,Debit Card
34124,34124,121.84,2025-11-20,Credit Card
34125,34125,396.29,2025-05-30,Debit Card
34126,34126,244.36,2025-09-23,Gift Card
34127,34127,331.8,2025-10-30,Credit Card
34128,34128,215.66,2026-01-04,Credit Card
34129,34129,211.96,2025-11-28,PayPal
34130,34130,161.02,2026-01-25,PayPal
34131,34131,28.84,2026-01-30,Credit Card
34132,34132,443.17,2025-12-23,Credit Card
34133,34133,271.72,2026-01-06,Debit Card
34134,34134,351.98,2026-01-14,PayPal
34135,34135,499.31,2026-01-22,Credit Card
34136,34136,242.64,2025-12-29,PayPal
34137,34137,479.22,2026-01-18,Gift Card
34138,34138,278.81,2026-02-05,Credit Card
34139,34139,101.85,2025-10-21,Credit Card
34140,34140,78.57,2025-11-10,Credit Card
34141,34141,499.54,2025-12-25,PayPal
34142,34142,304.1,2026-01-02,Credit Card
34143,34143,139.73,2025-12-23,PayPal
34144,34144,356.0,2026-01-05,Credit Card
34145,34145,307.36,2025-12-23,Debit Card
34146,34146,41.71,2026-01-23,Credit Card
34147,34147,149.7,2026-01-19,Credit Card
34148,34148,49.58,2025-12-16,Debit Card
34149,34149,475.96,2026-01-20,Credit Card
34150,34150,464.8,2026-01-12,Debit Card
34151,34151,320.05,2025-10-18,Debit Card
34152,34152,287.87,2026-01-29,Debit Card
34153,34153,214.62,2025-11-12,Debit Card
34154,34154,454.38,2026-02-04,PayPal
34155,34155,186.81,2026-02-04,Debit Card
34156,34156,244.74,2026-02-04,Debit Card
34157,34157,124.17,2026-02-04,Gift Card
34158,34158,368.29,2026-02-04,Gift Card
34159,34159,34.86,2026-02-04,Debit Card
34160,34160,332.58,2026-02-04,PayPal
34161,34161,390.35,2026-02-04,Debit Card
34162,34162,202.61,2025-08-12,Debit Card
34163,34163,102.04,2025-10-22,PayPal
34164,34164,45.58,2025-08-24,Credit Card
34165,34165,178.25,2025-09-27,PayPal
34166,34166,77.86,2025-08-21,Credit Card
34167,34167,158.28,2025-12-08,Credit Card
34168,34168,469.16,2025-10-26,PayPal
34169,34169,234.1,2025-12-03,Debit Card
34170,34170,114.08,2025-10-16,PayPal
34171,34171,208.3,2025-11-14,Gift Card
34172,34172,80.02,2026-01-19,Credit Card
34173,34173,92.9,2026-01-15,Credit Card
34174,34174,375.02,2026-01-25,Credit Card
34175,34175,122.58,2026-01-15,Gift Card
34176,34176,437.07,2026-01-15,Credit Card
34177,34177,266.39,2026-01-27,PayPal
34178,34178,151.88,2026-01-21,Gift Card
34179,34179,360.14,2026-02-03,Debit Card
34180,34180,236.73,2026-01-31,Debit Card
34181,34181,466.31,2025-12-10,PayPal
34182,34182,55.3,2025-11-14,PayPal
34183,34183,134.02,2026-01-01,Gift Card
34184,34184,166.86,2026-01-09,PayPal
34185,34185,337.1,2026-01-05,Gift Card
34186,34186,201.14,2025-12-20,Gift Card
34187,34187,130.31,2025-11-14,PayPal
34188,34188,281.82,2025-12-29,Gift Card
34189,34189,65.94,2025-12-12,Debit Card
34190,34190,240.55,2026-01-27,Debit Card
34191,34191,78.41,2026-01-31,Gift Card
34192,34192,175.4,2026-01-28,Credit Card
34193,34193,305.47,2026-01-28,Gift Card
34194,34194,358.4,2026-01-26,PayPal
34195,34195,96.44,2026-02-01,Credit Card
34196,34196,350.21,2025-12-22,PayPal
34197,34197,88.12,2025-12-12,PayPal
34198,34198,288.83,2025-09-10,Gift Card
34199,34199,164.25,2025-10-24,Credit Card
34200,34200,89.4,2025-11-23,PayPal
34201,34201,491.85,2025-12-24,Debit Card
34202,34202,155.77,2025-06-27,Credit Card
34203,34203,466.04,2025-05-25,PayPal
34204,34204,214.32,2025-11-29,Gift Card
34205,34205,202.01,2025-12-18,Debit Card
34206,34206,228.54,2025-10-27,Gift Card
34207,34207,26.35,2026-02-05,Credit Card
34208,34208,79.77,2025-11-27,Debit Card
34209,34209,165.88,2025-05-18,PayPal
34210,34210,96.02,2025-08-24,PayPal
34211,34211,478.66,2025-12-31,Debit Card
34212,34212,384.34,2025-11-05,Debit Card
34213,34213,331.14,2025-04-26,Debit Card
34214,34214,329.81,2026-01-01,PayPal
34215,34215,75.85,2025-11-17,Gift Card
34216,34216,209.5,2025-09-16,Gift Card
34217,34217,137.59,2025-09-28,Credit Card
34218,34218,433.79,2025-11-24,Debit Card
34219,34219,382.89,2025-10-01,Gift Card
34220,34220,312.33,2025-11-18,PayPal
34221,34221,100.8,2026-01-30,PayPal
34222,34222,201.49,2026-01-17,Gift Card
34223,34223,305.76,2025-03-19,Debit Card
34224,34224,369.78,2025-07-29,PayPal
34225,34225,172.49,2025-06-18,Credit Card
34226,34226,464.59,2025-12-24,Gift Card
34227,34227,295.7,2025-09-06,Debit Card
34228,34228,141.5,2025-08-05,Debit Card
34229,34229,120.67,2025-04-18,PayPal
34230,34230,439.27,2025-07-02,Credit Card
34231,34231,40.91,2025-03-03,Credit Card
34232,34232,470.56,2025-05-09,Debit Card
34233,34233,468.88,2025-09-08,Debit Card
34234,34234,70.64,2025-07-26,PayPal
34235,34235,263.86,2026-01-28,Debit Card
34236,34236,155.62,2026-01-22,PayPal
34237,34237,124.08,2026-01-18,Gift Card
34238,34238,26.15,2026-01-14,Gift Card
34239,34239,35.32,2026-02-04,Gift Card
34240,34240,216.44,2025-11-10,Debit Card
34241,34241,41.86,2025-05-07,Debit Card
34242,34242,109.7,2025-05-11,Gift Card
34243,34243,172.4,2025-12-04,PayPal
34244,34244,111.57,2025-12-28,Debit Card
34245,34245,151.61,2026-01-22,Debit Card
34246,34246,300.23,2025-12-29,PayPal
34247,34247,164.3,2025-12-21,Gift Card
34248,34248,347.82,2025-12-14,Credit Card
34249,34249,154.66,2025-04-25,Gift Card
34250,34250,464.77,2025-08-30,Credit Card
34251,34251,441.28,2025-09-18,Credit Card
34252,34252,200.89,2026-02-04,Debit Card
34253,34253,142.09,2025-12-30,Credit Card
34254,34254,487.38,2025-10-23,Debit Card
34255,34255,233.97,2025-11-15,Gift Card
34256,34256,235.67,2025-11-07,PayPal
34257,34257,159.81,2025-11-26,Debit Card
34258,34258,167.87,2025-12-25,PayPal
34259,34259,120.71,2026-01-22,Gift Card
34260,34260,383.64,2025-11-11,Credit Card
34261,34261,186.32,2026-01-08,Gift Card
34262,34262,308.08,2025-09-19,Credit Card
34263,34263,161.55,2025-11-16,Credit Card
34264,34264,246.62,2025-12-01,PayPal
34265,34265,385.22,2025-11-13,Debit Card
34266,34266,460.92,2026-01-01,Gift Card
34267,34267,145.26,2026-01-21,PayPal
34268,34268,373.35,2025-05-10,Credit Card
34269,34269,421.57,2025-05-24,Debit Card
34270,34270,459.01,2026-02-05,Gift Card
34271,34271,318.52,2026-01-08,Credit Card
34272,34272,371.16,2025-09-06,PayPal
34273,34273,361.17,2025-06-13,Debit Card
34274,34274,367.96,2025-03-31,Gift Card
34275,34275,313.47,2025-07-19,Debit Card
34276,34276,226.72,2025-07-13,Gift Card
34277,34277,320.48,2025-11-13,PayPal
34278,34278,199.45,2025-08-12,Credit Card
34279,34279,68.73,2025-11-30,Gift Card
34280,34280,289.71,2025-08-26,Debit Card
34281,34281,422.03,2025-09-12,Gift Card
34282,34282,42.98,2025-12-29,PayPal
34283,34283,218.88,2025-08-20,Credit Card
34284,34284,490.34,2026-01-09,Gift Card
34285,34285,314.38,2025-09-20,Debit Card
34286,34286,279.5,2025-07-19,Credit Card
34287,34287,239.4,2025-09-28,Credit Card
34288,34288,91.17,2025-09-25,PayPal
34289,34289,23.47,2025-05-24,PayPal
34290,34290,335.89,2026-01-25,PayPal
34291,34291,130.07,2025-07-24,Credit Card
34292,34292,256.55,2025-09-06,PayPal
34293,34293,454.46,2025-08-20,Gift Card
34294,34294,250.72,2025-07-17,PayPal
34295,34295,362.14,2025-06-18,Debit Card
34296,34296,46.32,2025-11-13,Credit Card
34297,34297,116.71,2025-02-18,Debit Card
34298,34298,289.98,2025-07-22,Gift Card
34299,34299,396.47,2025-02-18,Credit Card
34300,34300,180.94,2025-03-27,Credit Card
34301,34301,162.25,2025-10-13,Credit Card
34302,34302,98.48,2025-11-05,Gift Card
34303,34303,77.03,2026-02-03,Credit Card
34304,34304,81.89,2026-01-30,PayPal
34305,34305,243.58,2026-02-03,PayPal
34306,34306,454.59,2026-01-30,Credit Card
34307,34307,320.25,2025-08-18,PayPal
34308,34308,380.18,2025-12-09,Debit Card
34309,34309,237.41,2026-01-10,Gift Card
34310,34310,421.84,2025-10-11,Debit Card
34311,34311,289.06,2026-01-29,Gift Card
34312,34312,190.67,2025-12-21,Credit Card
34313,34313,440.12,2026-01-27,PayPal
34314,34314,457.76,2025-08-31,Credit Card
34315,34315,79.07,2025-10-06,PayPal
34316,34316,119.54,2026-02-04,Debit Card
34317,34317,145.28,2025-02-17,Debit Card
34318,34318,330.72,2025-11-14,Gift Card
34319,34319,206.44,2025-09-11,PayPal
34320,34320,329.53,2025-02-08,PayPal
34321,34321,303.91,2025-12-23,PayPal
34322,34322,330.41,2025-08-03,Credit Card
34323,34323,27.2,2025-09-07,Debit Card
34324,34324,402.9,2025-09-01,Gift Card
34325,34325,57.51,2025-10-01,Debit Card
34326,34326,194.06,2026-01-05,Gift Card
34327,34327,208.68,2025-11-12,PayPal
34328,34328,213.14,2026-02-05,Debit Card
34329,34329,342.85,2026-01-23,PayPal
34330,34330,410.26,2026-01-15,PayPal
34331,34331,67.6,2026-01-22,Debit Card
34332,34332,110.32,2026-01-22,Debit Card
34333,34333,221.23,2026-01-09,Gift Card
34334,34334,201.34,2026-01-20,Debit Card
34335,34335,290.13,2026-01-25,Debit Card
34336,34336,89.56,2026-01-17,Debit Card
34337,34337,81.69,2026-01-29,Credit Card
34338,34338,375.96,2026-02-01,Gift Card
34339,34339,201.85,2026-01-03,Debit Card
34340,34340,388.72,2026-01-23,Debit Card
34341,34341,287.65,2026-01-25,Gift Card
34342,34342,290.95,2026-01-07,Debit Card
34343,34343,199.9,2026-01-26,PayPal
34344,34344,142.65,2026-01-14,Debit Card
34345,34345,411.77,2026-01-01,Debit Card
34346,34346,70.63,2026-01-02,PayPal
34347,34347,133.08,2026-01-25,Credit Card
34348,34348,126.26,2026-02-01,PayPal
34349,34349,424.31,2026-01-25,Credit Card
34350,34350,46.87,2026-02-03,Debit Card
34351,34351,140.38,2026-01-30,Debit Card
34352,34352,329.01,2026-01-30,PayPal
34353,34353,95.8,2026-01-22,Gift Card
34354,34354,201.23,2026-01-14,Credit Card
34355,34355,351.55,2026-01-07,Debit Card
34356,34356,414.82,2025-11-06,Credit Card
34357,34357,297.98,2025-12-28,Debit Card
34358,34358,439.01,2025-06-20,PayPal
34359,34359,297.04,2026-01-06,Debit Card
34360,34360,347.49,2025-08-29,Gift Card
